index,event_ts,event_id,info,event_tags,attrib_type,attrib_value,attrib_ts,attrib_tags
347,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/DsvTIPR,2021-04-06 19:03:04+00:00,TELUS_TI|Smishing|7726_sms|moose
348,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/DsvTIPR,2021-04-01 14:41:56+00:00,TELUS_TI|Smishing|7726_sms
349,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Hi Michelle, A product lPS_19053295849 is withheld in the duty department . Please visit the system to get your order: ixakeg.me/DsvTIPR",2021-04-01 14:41:57+00:00,TELUS_TI|Smishing|7726_sms
350,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/LQH00Li,2021-04-06 19:03:04+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
351,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/LQH00Li,2021-04-01 14:46:27+00:00,TELUS_TI|Smishing|cloudmark_sms
352,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Logan  A order lPS_12509614294 is withheld in the distribution department . Visit our website to find your order: ixakeg.me/LQH00Li,2021-04-01 14:46:28+00:00,TELUS_TI|Smishing|cloudmark_sms
353,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/CD32Hza,2021-04-06 19:03:05+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
354,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/CD32Hza,2021-04-01 14:46:29+00:00,TELUS_TI|Smishing|cloudmark_sms
355,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Nikki  Your order lPS_16476778661 is detained in the customs warehouse . Go to our system to get your product: ixakeg.me/CD32Hza,2021-04-01 14:46:30+00:00,TELUS_TI|Smishing|cloudmark_sms
356,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/73Muasg,2021-04-06 19:03:05+00:00,TELUS_TI|Smishing|7726_sms|moose
357,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/73Muasg,2021-04-01 14:57:50+00:00,TELUS_TI|Smishing|7726_sms
358,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Glenda  The product lPS_15062261234 is detained in the customs warehouse . Please visit our site to receieve your item: ixakeg.me/73Muasg,2021-04-01 14:57:51+00:00,TELUS_TI|Smishing|7726_sms
359,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/m4YREnf,2021-04-06 19:03:05+00:00,TELUS_TI|Smishing|7726_sms|moose
360,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/m4YREnf,2021-04-01 15:12:34+00:00,TELUS_TI|Smishing|7726_sms
361,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Keanan. A item lPS_12508648093 is withheld in the distribution central . Visit the site to receieve your item: ixakeg.me/m4YREnf,2021-04-01 15:12:34+00:00,TELUS_TI|Smishing|7726_sms
362,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/SFqYoVB,2021-04-06 19:03:06+00:00,TELUS_TI|Smishing|7726_sms|moose
363,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/SFqYoVB,2021-04-01 16:46:39+00:00,TELUS_TI|Smishing|7726_sms
364,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Karolane. A order lPS_18198168454 is withheld in the duty department . Visit the link to find your item: ixakeg.me/SFqYoVB,2021-04-01 16:46:40+00:00,TELUS_TI|Smishing|7726_sms
365,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/No9Yka0,2021-04-06 19:03:06+00:00,TELUS_TI|Smishing|7726_sms|moose
366,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/No9Yka0,2021-04-01 17:02:22+00:00,TELUS_TI|Smishing|7726_sms
367,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"hey Wendy, A order lPS_19055102198 is held in the duty central . Please visit the site to find your product: ixakeg.me/No9Yka0",2021-04-01 17:02:23+00:00,TELUS_TI|Smishing|7726_sms
368,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/k6PUsm9,2021-04-06 19:03:06+00:00,TELUS_TI|Smishing|7726_sms|moose
369,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/k6PUsm9,2021-04-01 19:31:04+00:00,TELUS_TI|Smishing|7726_sms
370,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Francis  The order lPS_15149124316 is held in the distribution department . Visit the website to get your product: ixakeg.me/k6PUsm9,2021-04-01 19:31:04+00:00,TELUS_TI|Smishing|7726_sms
371,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/gB7Xkm6,2021-04-06 19:03:07+00:00,TELUS_TI|Smishing|7726_sms|moose
